,timestamp,Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Two-Week Hash Growth,Hash Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Bitcoin Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,UTXO Growth,UTXO Set Size,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
0,1279584000000,58400.8,68784,491,805,22309312.0,173,8082.42,421,182.0,0.000306362,847.195,0.001624375,171960.0,0.45,0.18,432.51,8650.13,3439200.0,2121.67,42433.39,0.05,1863.75,87090,53.73760915,0.13,207,2.69,2,59.8091,-18,57503,2.99,0.0123382,1.55252,1.85198
1,1279670400000,66500.5,68956,480,796,22446201.0,172,12885.14,420,182.0,0.0040671,969.128,0.001816172,275824.0,0.73,0.29,688.06,8600.79,3447800.0,1553.87,19423.36,0.08,2052.74,87510,39.31491492,0.79,201,3.15,2,59.9305,27,57530,4.79,0.00563378,1.54743,1.85299
2,1279756800000,72133.5,69130,494,800,22585455.0,174,14442.76,508,182.0,0.000112296,1011.56,0.001928744,311085.0,0.65,0.33,783.0,8700.05,3456500.0,4007.25,44525.04,0.09,2161.81,88018,68.66987678,0.05,207,6.18,3,59.9036,171,57701,5.39,0.0128816,1.5522200000000002,1.86121
3,1279843200000,70182.8,69311,477,1091,22782880.0,181,12760.08,604,182.0,0.0,981.53,0.001941541,277244.0,0.48,0.29,724.0,9050.0,3465550.0,2510.9,31386.29,0.08,2006.8,88622,47.42264521,0.0,242,3.79,3,59.8954,159,57860,4.79,0.00905665,1.5548799999999998,1.86366
4,1279929600000,70460.4,69518,418,604,22907871.0,207,12728.36,454,182.0,0.0,1015.06,0.002024373,278072.0,0.66,0.29,828.0,10350.0,3475900.0,2166.56,27082.02,0.08,2093.14,89076,52.74344066,0.0,196,4.22,2,59.9293,140,58000,4.79,0.00779137,1.5518,1.8659
5,1280016000000,70564.1,69694,487,572,23008621.0,176,9528.53,397,182.0,0.0,1047.8,0.002052438,209082.0,0.58,0.22,528.0,8800.0,3484700.0,2326.44,38774.03,0.06,2117.74,89473,156.9340999,0.0,187,9.42,2,59.8478,226,58226,3.59,0.0111269,1.55789,1.87232
6,1280102400000,53328.5,69888,446,531,23111622.0,194,9512.47,414,182.0,4.73e-05,767.7669999999998,0.00165048,209664.0,0.55,0.22,582.0,9700.01,3494400.0,1269.48,21157.98,0.06,1672.53,89887,59.3259705,0.01,180,3.56,2,59.7844,224,58450,3.59,0.00605483,1.5562200000000002,1.87317
7,1280188800000,50726.4,70077,454,1520,23398815.0,189,7850.94,889,182.0,0.0,755.513,0.00167116,175192.5,0.19,0.18,472.5,9450.0,3503850.0,2171.57,43431.45,0.05,1725.65,90776,186.1497278,0.0,283,9.31,5,59.8243,119,58569,2.99,0.0123954,1.55988,1.88052
8,1280275200000,59335.8,70308,369,3224,24143625.0,231,7633.82,1822,182.0,0.00621406,758.8919999999998,0.001747415,175770.0,0.08,0.18,577.65,11552.91,3515400.0,2341.32,46826.36,0.05,1816.68,92598,81.39008979,2.91,586,4.07,8,59.9488,71,58640,3.0,0.013321200000000002,1.56318,1.88766
9,1280361600000,61771.3,70551,353,1003,24387394.0,243,9100.37,470,182.0,0.00172396,529.802,0.001836596,211653.0,0.48,0.22,729.09,12151.5,3527550.0,5220.46,87007.6,0.06,1862.53,93068,97.21180477,1.5,239,5.83,2,60.8282,-648,57992,3.65,0.0246656,1.58149,1.90582
10,1280448000000,70505.8,70717,523,764,24514236.0,166,9074.58,425,244.0,0.00200131,290.597,0.001890297,212151.0,0.54,0.22,498.04,8300.67,3535850.0,2008.65,33477.46,0.06,1987.88,93493,85.08731373,0.67,227,5.11,3,60.8643,102,58094,3.65,0.0094682,1.58458,1.91082
11,1280534400000,79455.4,70876,535,4922,25296880.0,159,8813.6,3019,244.0,0.00159146,195.647,0.001898265,212628.0,0.06,0.22,477.06,7951.05,3543800.0,3958.56,65976.08,0.06,2018.62,96512,44.81608013,1.05,249,2.69,19,61.3836,-362,57732,3.68,0.0186176,1.59836,1.92515
12,1280620800000,101425.0,71056,481,1125,25499462.0,180,10226.75,799,244.0,0.00451309,143.05200000000005,0.001982687,248696.0,0.3,0.25,630.06,9000.89,3552800.0,1380.37,19719.54,0.07,2124.48,97311,53.7389093,0.89,190,3.76,4,61.308,218,57950,4.29,0.00555067,1.58258,1.92579
13,1280707200000,131541.0,71238,476,614,25611152.0,182,10208.23,323,244.0,0.0015417,42.717,0.00204731,249333.0,0.86,0.25,637.02,9100.3,3561900.0,1362.11,19458.78,0.07,2167.18,97634,46.81212834,0.3,245,3.28,2,61.4725,-7,57943,4.3,0.00546312,1.58249,1.92632
14,1280793600000,141029.0,71441,425,473,25707189.0,203,10199.08,297,244.0,0.00200753,32.6531,0.002154784,250043.5,0.95,0.25,710.52,10150.31,3572050.0,1080.91,15441.58,0.07,2292.4,97931,45.40190066,0.31,199,3.18,1,61.5924,52,57995,4.31,0.00432298,1.58111,1.92517
15,1280880000000,147228.0,71680,358,431,25810269.0,239,8736.28,363,244.0,0.000107316,25.0076,0.002270353,215040.0,0.65,0.22,717.02,11950.29,3584000.0,16213.83,270230.47,0.06,2431.69,98294,264.1747438,0.29,192,15.85,2,61.6443,145,58140,3.7,0.0753992,1.6485299999999998,1.99415
16,1280966400000,215722.0,71922,355,438,25916268.0,242,8729.92,397,244.0,0.000330593,23.1688,0.002375611,215766.0,0.58,0.22,726.01,12100.21,3596100.0,3811.31,63521.91,0.06,2594.3,98691,239.5118781,0.21,184,14.37,2,61.68899999999999,154,58294,3.7,0.017664199999999998,1.65648,2.00511
17,1281052800000,179084.0,72149,379,836,26106114.0,227,8693.79,651,244.0,0.0,27.801,0.002481309,216447.0,0.33,0.21,681.0,11350.0,3607450.0,2541.59,42359.85,0.06,2760.01,99342,88.08052793,0.0,216,5.28,3,61.5921,276,58570,3.7,0.0117423,1.6577099999999998,2.01054
18,1281139200000,140548.0,72392,353,477,26221979.0,243,8684.53,436,244.0,0.0,29.7617,0.002626861,217176.0,0.52,0.21,729.0,12150.0,3619600.0,1905.09,31751.46,0.06,2850.5,99778,54.8516814,0.0,187,3.29,2,61.5599,228,58798,3.69,0.00877209,1.65644,2.01256
19,1281225600000,119048.0,72610,395,935,26425867.0,218,8643.47,519,352.0,0.0,39.3418,0.002859903,217830.0,0.43,0.21,654.0,10900.0,3630500.0,2455.68,40927.98,0.06,3078.78,100297,86.4990287,0.0,285,5.19,2,61.8421,-92,58706,3.71,0.0112734,1.6532099999999998,2.01779
20,1281312000000,102158.0,72757,588,873,26554130.0,147,8619.14,360,352.0,0.0114043,76.4334,0.002911999,218271.0,0.65,0.21,441.14,7352.31,3637850.0,1215.2,20253.25,0.06,3139.5,100657,45.04381268,2.31,227,2.7,2,61.9715,-4,58702,3.72,0.005568,1.65095,2.0192900000000003
21,1281398400000,91530.0,72912,555,521,26634829.0,155,8611.33,268,352.0,0.0,76.3868,0.002947705,218736.0,0.92,0.21,465.0,7750.0,3645600.0,1418.61,23643.55,0.06,3139.81,100925,81.70509785,0.0,207,4.9,2,62.0686,33,58735,3.72,0.006485500000000001,1.6510900000000002,2.01996
22,1281484800000,80279.7,73111,435,528,26739947.0,199,8600.89,390,352.0,0.0,73.4573,0.00303102,219333.0,0.59,0.21,597.0,9950.0,3655550.0,612.89,10214.89,0.06,3253.63,101315,24.47916173,0.0,180,1.47,2,62.0331,194,58929,3.72,0.00279435,1.6470900000000002,2.01725
23,1281571200000,73073.1,73301,457,1565,27037365.0,190,9949.78,425,352.0,0.00558692,68.063,0.003086638,256553.5,0.63,0.25,665.3,9504.32,3665050.0,5412.34,77319.15,0.07,3404.66,101740,138.9296193,4.32,374,9.73,2,63.098,-844,58085,4.42,0.0210975,1.66336,2.0331200000000003
24,1281657600000,76485.2,73492,447,479,27128844.0,191,9942.07,342,352.0,0.0,67.7381,0.003170748,257222.0,0.81,0.25,668.5,9550.0,3674600.0,2370.71,33867.25,0.07,3538.3,102082,86.19568499,0.0,191,6.03,2,63.1375,115,58200,4.42,0.00921658,1.6623400000000002,2.03705
25,1281744000000,83838.5,73725,369,507,27246893.0,233,9930.38,417,352.0,0.0,75.5352,0.0033321220000000003,258037.5,0.64,0.25,815.5,11650.0,3686250.0,3892.74,55610.55,0.07,3810.46,102499,106.4044393,0.0,188,7.45,2,63.2312,98,58298,4.43,0.0150859,1.66923,2.0457
26,1281830400000,84532.5,73942,398,511,27357799.0,217,9919.23,437,352.0,0.0,67.9348,0.003329622,258797.0,0.61,0.25,759.5,10850.0,3697100.0,1385.41,19791.54,0.07,3846.0,102936,37.56309349,0.0,181,2.63,2,63.1141,280,58578,4.42,0.00535326,1.66542,2.04505
27,1281916800000,91669.1,74157,403,770,27523371.0,215,9888.23,462,352.0,0.0,70.9366,0.003499603,259549.5,0.57,0.25,752.5,10750.0,3707850.0,2106.66,30095.09,0.07,4354.49,103398,64.44196669,0.0,269,4.51,2,63.2944,3,58581,4.43,0.00811659,1.66785,2.04724
28,1282003200000,111112.0,74438,307,494,27662156.0,281,9875.9,437,352.0,0.0,77.0278,0.003814567,260533.0,0.61,0.25,983.5,14050.0,3721900.0,1144.62,16351.74,0.07,4932.81,103835,38.0883377,0.0,185,2.67,2,63.4703,59,58640,4.44,0.00439339,1.6653,2.0439
29,1282089600000,142815.0,74645,418,438,27752719.0,207,9871.05,337,512.0,0.0,79.2569,0.004069766,261257.5,0.82,0.25,724.5,10350.0,3732250.0,1494.47,21349.58,0.07,5173.17,104172,52.98310789,0.0,183,3.71,2,63.5168,120,58760,4.45,0.0057203,1.66352,2.04396
30,1282176000000,169425.0,74792,591,1030,27904164.0,147,9836.81,445,512.0,0.000999957,73.8207,0.004129304,261772.0,0.59,0.25,514.55,7350.67,3739600.0,4690.16,67002.22,0.07,4908.8,104617,138.33226499999998,0.67,225,9.68,3,63.6744,-30,58730,4.46,0.0179171,1.67458,2.05786
31,1282262400000,204949.0,74921,660,683,27992214.0,129,9822.78,317,512.0,0.0,66.0775,0.004120896,262223.5,0.88,0.25,451.5,6450.0,3746050.0,3376.91,48241.54,0.07,4765.74,104934,125.7579872,0.0,194,8.8,2,63.6575,117,58847,4.46,0.012878,1.68156,2.06719
32,1282348800000,237870.0,75054,651,1970,28254181.0,133,9748.98,364,512.0,0.00422717,53.1122,0.004022044000000001,262689.0,0.75,0.25,465.61,6651.56,3752700.0,2583.18,36902.54,0.07,4360.29,105298,122.6913063,1.56,780,8.59,3,64.6182,-772,58075,4.52,0.00983401,1.68717,2.07336
33,1282435200000,319388.0,75189,638,625,28338556.0,135,9737.43,325,512.0,0.0,38.8319,0.003970459,263161.5,0.86,0.25,472.5,6750.0,3759450.0,1419.67,20281.01,0.07,4132.11,105623,77.36383502,0.0,190,5.42,2,64.5754,143,58218,4.52,0.00539467,1.6791599999999998,2.07503
34,1282521600000,461995.0,75382,440,595,28453365.0,193,9723.04,423,512.0,0.0,41.9904,0.004134758,263837.0,0.63,0.25,675.5,9650.0,3769100.0,2078.59,29694.17,0.07,3952.34,106046,45.43934212,0.0,183,3.18,2,64.5737,151,58369,4.52,0.00787832,1.67078,2.0776
35,1282608000000,534390.0,75555,499,538,28546393.0,173,9713.59,341,512.0,0.0,37.7803,0.004061357,264442.5,0.81,0.25,605.5,8650.0,3777750.0,2727.3,38961.48,0.07,3606.2,106387,104.6636203,0.0,190,7.33,2,64.5571,149,58518,4.52,0.0103134,1.67153,2.08316
36,1282694400000,557632.0,75767,408,472,28646353.0,212,9706.86,365,512.0,0.0,34.5929,0.004079537,265184.5,0.75,0.25,742.0,10600.0,3788350.0,1401.27,20018.19,0.07,3529.42,106752,50.80663325,0.0,184,3.56,2,64.6167,110,58628,4.52,0.00528415,1.6705,2.08261
37,1282780800000,602134.0,75980,405,489,28750580.0,213,9698.86,370,512.0,0.0,39.9422,0.00431951,265930.0,0.74,0.25,745.5,10650.0,3799000.0,1258.33,17976.11,0.07,3663.03,107122,59.57138565,0.0,193,4.17,2,64.6792,108,58736,4.53,0.0047318,1.66855,2.0815
38,1282867200000,462516.0,76195,400,838,28930800.0,215,9665.72,381,512.0,0.00378001,46.0918,0.004632202,266682.5,0.71,0.25,752.56,10750.8,3809750.0,1481.42,21163.16,0.07,3766.1,107503,45.55517669,0.8,270,3.19,2,65.1796,-286,58450,4.56,0.00555521,1.66497,2.0811900000000003
39,1282953600000,406206.0,76411,396,416,29020746.0,216,9663.07,365,512.0,0.0,48.0734,0.004933986,267438.5,0.75,0.25,756.0,10800.0,3820550.0,1106.0,15799.93,0.07,4050.44,107868,37.94582099,0.0,173,2.66,2,65.146,196,58646,4.56,0.00413551,1.66058,2.07944
40,1283040000000,424897.0,76621,410,563,29138963.0,210,9650.32,368,623.0,0.0,61.3461,0.005372217,268173.5,0.74,0.25,735.0,10500.0,3831050.0,994.76,14210.89,0.07,4271.79,108236,37.06118889,0.0,216,2.59,2,65.2927,29,58675,4.57,0.0037094,1.65207,2.07684
41,1283126400000,319654.0,76792,507,470,29219343.0,171,9645.25,292,623.0,0.0,55.0753,0.005427019,268772.0,0.97,0.25,598.5,8550.0,3839600.0,2003.77,28625.32,0.07,4124.03,108528,119.7562037,0.0,195,8.38,2,65.3249,102,58777,4.57,0.00745529,1.64423,2.07967
42,1283212800000,251201.0,76962,506,610,29323035.0,170,8256.36,340,623.0,6.64e-09,45.4979,0.005550116,230886.0,0.7,0.21,510.0,8500.000001,3848100.0,994.56,16576.06999,0.06,4219.6,108868,48.96124606,1.1e-06,223,2.94,2,65.3805,80,58857,3.92,0.0043076,1.6435,2.07938
43,1283299200000,197330.0,77124,532,438,29394070.0,162,8253.74,273,623.0,0.00261452,35.0451,0.005496017,231372.0,0.9,0.21,486.01,8100.24,3856200.0,550.76,9179.25,0.06,4140.46,109141,32.61190329,0.24,178,1.96,2,65.3582,144,59001,3.92,0.00238045,1.64037,2.0773900000000003
44,1283385600000,163550.0,77273,578,701,29498472.0,149,9613.82,324,623.0,0.00261762,30.3069,0.005380767,270455.5,0.86,0.25,521.52,7450.35,3863650.0,935.94,13370.55,0.07,4103.36,109465,43.36785463,0.35,221,3.04,2,65.439,41,59042,4.58,0.00346069,1.63917,2.07684
45,1283472000000,155144.0,77457,469,939,29671252.0,184,8211.94,438,623.0,0.0005432169999999999,31.3572,0.005413093000000001,232371.0,0.52,0.21,552.01,9200.22,3872850.0,2429.96,40499.28,0.06,4170.55,109903,65.30990807,0.2200003,261,3.92,2,65.801,-185,58857,3.95,0.0104573,1.6437700000000002,2.08228
46,1283558400000,147143.0,77614,539,916,29815065.0,157,8188.9,392,623.0,0.00020772,32.329,0.005322329000000001,232842.0,0.59,0.21,471.0,7850.06,3880700.0,1733.1,28885.03,0.06,4034.09,110295,74.01519635,0.0600002,256,4.44,2,65.9602,-23,58834,3.96,0.00744327,1.64533,2.08551
47,1283644800000,132216.0,77770,549,574,29904664.0,156,8180.77,302,623.0,0.0,28.0311,0.005083422,233310.0,0.8,0.21,468.0,7800.0,3888500.0,2052.77,34212.84,0.06,3972.29,110597,91.8789301,0.0,205,5.51,2,66.0321,54,58888,3.96,0.00879847,1.6425599999999998,2.09013
48,1283731200000,134139.0,77934,522,507,29987840.0,164,8175.29,319,623.0,0.0,22.1946,0.005052452,233802.0,0.75,0.21,492.0,8200.0,3896700.0,1791.23,29853.84,0.06,4106.12,110916,108.4691172,0.0,185,6.51,2,65.9943,158,59046,3.96,0.00766131,1.6450900000000002,2.09321
49,1283817600000,136203.0,78115,476,421,30064090.0,181,8173.49,277,623.0,0.0,25.6013,0.005101119,234345.0,0.89,0.21,543.0,9050.0,3905750.0,2027.99,33799.91,0.06,4150.91,111193,101.0284604,0.0,185,6.06,2,66.0212,113,59159,3.96,0.00865388,1.64775,2.09701
50,1283904000000,144226.0,78280,521,534,30152202.0,165,8166.82,308,623.0,7.499999999999999e-06,25.367,0.005114390999999999,234840.0,0.78,0.21,495.0,8250.01,3914000.0,8001.9,133365.05,0.06,4098.61,111501,707.2322512999998,0.01,198,42.43,2,66.0591,91,59250,3.96,0.034073900000000004,1.6714099999999998,2.1266700000000003
51,1283990400000,147720.0,78438,537,511,30232940.0,158,8161.45,283,623.0,1.32e-10,19.3239,0.005154209,235314.0,0.86,0.21,474.0,7900.0,3921900.0,4540.42,75673.66,0.06,4029.0,111784,181.6837885,1e-07,190,10.9,2,66.1176,67,59317,3.97,0.0192952,1.68268,2.14168
52,1284076800000,147378.0,78598,510,470,30308188.0,160,8157.79,280,623.0,0.0,8.97686,0.005048028,235794.0,0.88,0.21,480.0,8000.0,3929900.0,1109.63,18493.76,0.06,3863.44,112064,50.77709826,0.0,174,3.05,2,66.1354,105,59422,3.97,0.00470591,1.66785,2.14186
53,1284163200000,155363.0,78763,523,558,30400184.0,165,8150.18,339,713.0,1.14e-09,5.16607,0.005188879,236289.0,0.7,0.21,495.0,8250.0,3938150.0,1049.01,17483.44,0.06,3943.37,112403,52.74003794,2e-07,192,3.16,2,66.1118,146,59568,3.97,0.00443951,1.6607299999999998,2.14181
54,1284249600000,153208.0,78898,638,754,30501978.0,135,8136.9,339,713.0,0.000320931,-3.53605,0.005182253,236694.0,0.7,0.21,405.01,6750.11,3944900.0,2056.51,34275.24,0.06,3781.2,112742,103.2213271,0.1100001,217,6.19,3,66.1164,98,59666,3.97,0.00868852,1.66395,2.14684
55,1284336000000,157264.0,79075,487,538,30597238.0,177,8129.77,348,713.0,7.08e-10,-1.36585,0.005352894,237225.0,0.68,0.21,531.0,8850.0,3953750.0,847.72,14128.7,0.06,3945.58,113090,38.92308089,1e-07,180,2.34,2,66.0952,153,59819,3.97,0.00357349,1.66022,2.14561
56,1284422400000,159877.0,79235,543,496,30676625.0,160,8125.14,301,713.0,0.0,-3.38496,0.005362247,237705.0,0.8,0.21,480.0,8000.0,3961750.0,604.27,10071.14,0.06,3865.81,113391,29.37777926,0.0,178,1.76,2,66.0611,152,59971,3.96,0.00254209,1.65575,2.14381
57,1284508800000,162425.0,79412,488,696,30799814.0,177,8110.72,376,713.0,0.000812478,0.590366,0.005528464,238236.0,0.62,0.21,531.01,8850.15,3970600.0,1107.71,18461.88,0.06,3974.19,113767,67.32432389,0.15,236,4.04,2,66.2175,-8,59963,3.97,0.00464968,1.6459099999999998,2.1436900000000003
58,1284595200000,168739.0,79583,508,779,30933070.0,171,8093.17,438,713.0,8.52e-11,5.84494,0.00569527,238749.0,0.52,0.21,513.0,8550.0,3979150.0,7038.72,117311.93,0.06,4009.37,114205,275.2538377,1e-07,205,16.52,3,66.2673,84,60047,3.98,0.0294817,1.66281,2.16856
59,1284681600000,188132.0,79786,422,610,31056839.0,203,8081.47,430,713.0,3.15e-05,11.1242,0.006015255,239358.0,0.53,0.21,609.0,10150.0096,3989300.0,1827.76,30462.7148,0.06,4340.83,114635,66.93960636,0.00960352,201,4.02,2,66.2895,133,60180,3.98,0.00763611,1.65905,2.17068
60,1284768000000,181502.0,79955,511,772,31187317.0,169,8064.71,430,713.0,0.0,13.3998,0.006035508,239865.0,0.53,0.21,507.0,8450.0,3997750.0,2395.8,39929.9404,0.06,4412.08,115065,97.84691477,0.0,223,5.87,3,66.2911,126,60306,3.98,0.0099881,1.66009,2.17608
61,1284854400000,187485.0,80174,395,536,31304642.0,219,8056.49,430,713.0,0.0,27.0961,0.00646083,240522.0,0.53,0.21,657.0,10950.0,4008700.0,2055.87,34264.47,0.06,4809.81,115495,73.08609627,0.0,190,4.39,2,66.3352,125,60431,3.98,0.00854753,1.66122,2.17868
62,1284940800000,187781.0,80382,415,729,31456179.0,208,8038.48,363,713.0,0.0,30.9818,0.006617793,241146.0,0.65,0.21,624.0,10400.0,4019100.0,4526.01,75433.43,0.06,4860.83,115858,107.3800875,0.0,233,6.44,2,66.8958,-351,60080,4.01,0.018768700000000003,1.66114,2.19056
63,1285027200000,196864.0,80619,362,461,31565413.0,237,8034.28,402,713.0,0.000412259,37.3752,0.007007671,241857.0,0.57,0.21,711.01,11850.18,4030950.0,2619.7,43661.69,0.06,5092.0,116260,120.4508453,0.18,189,7.23,2,66.9248,151,60231,4.02,0.0108317,1.6604,2.19495
64,1285113600000,208720.0,80828,414,511,31672149.0,209,8027.96,358,918.0,0.0,46.1359,0.00747396,242484.0,0.66,0.21,627.0,10450.0,4041400.0,3090.57,51509.5296,0.06,5472.37,116618,119.6598842,0.0,204,7.18,2,67.036,56,60287,4.02,0.0127455,1.6594099999999998,2.20202
65,1285200000000,223724.0,81031,426,710,31816257.0,203,8011.67,478,918.0,0.0,53.8842,0.007931515,243093.0,0.47,0.21,609.0,10150.0,4051550.0,2482.03,41367.13,0.06,5966.4,117096,96.13798187,0.0,218,5.77,2,67.0831,109,60396,4.02,0.0102102,1.6574799999999998,2.20671
66,1285286400000,235325.0,81203,503,1544,32081802.0,172,7962.23,803,918.0,3.58e-10,58.972,0.008024949,243609.0,0.26,0.21,516.0,8600.0,4060150.0,1675.04,27917.26,0.06,5793.0,117899,31.70389637,1e-07,240,1.9,5,67.1665,53,60449,4.03,0.00687592,1.6513400000000005,2.20882
67,1285372800000,263250.0,81377,493,1276,32303785.0,174,7924.46,694,918.0,0.0,60.0264,0.008303575,244131.0,0.3,0.21,522.0,8700.0,4068850.0,2673.8,44563.25,0.06,5774.28,118593,105.3500304,0.0,271,6.32,4,67.1638,132,60581,4.03,0.0109523,1.65084,2.21455
68,1285459200000,268596.0,81611,370,804,32491990.0,234,7901.21,633,918.0,0.0,68.2701,0.008720183000000001,244833.0,0.34,0.21,702.0,11700.0,4080550.0,7634.38,127239.64,0.06,5977.41,119226,297.4591449,0.0,225,17.85,3,67.2537,93,60674,4.04,0.031182,1.6725900000000002,2.23939
69,1285545600000,274143.0,81839,377,609,32630867.0,228,7889.56,496,918.0,0.0,70.9986,0.009153372,245517.0,0.45,0.21,684.0,11400.0,4091950.0,1116.18,18603.01,0.06,6134.0,119722,46.62914334,0.0,213,2.8,2,67.2664,158,60832,4.04,0.00454625,1.65805,2.23769
70,1285632000000,264010.0,82046,416,797,32795789.0,207,7869.74,539,918.0,0.0,73.4874,0.009302822,246138.0,0.41,0.21,621.0,10350.0,4102300.0,1790.98,29849.72,0.06,6163.98,120261,64.07267451,0.0,207,3.84,3,67.3347,92,60924,4.04,0.00727634,1.6579099999999998,2.23901
71,1285718400000,258576.0,82251,419,589,32916631.0,205,7860.44,411,918.0,0.0,67.7997,0.009276746,246753.0,0.56,0.21,615.0,10250.0,4112550.0,1344.31,22405.09,0.06,6066.8,120672,77.00445819,0.0,203,4.62,2,67.3592,130,61054,4.04,0.00544798,1.6473400000000002,2.23868
72,1285804800000,255213.0,82480,370,932,33130082.0,229,7831.54,579,918.0,5.770000000000001e-05,65.8612,0.009446244,247440.0,0.38,0.21,687.0,11450.02,4124000.0,2079.93,34665.56,0.06,6018.03,121251,111.0491337,0.02,306,6.66,3,67.7844,-214,60840,4.07,0.00840581,1.64198,2.24087
73,1285891200000,248515.0,82692,409,1228,33390446.0,212,7790.45,496,1319.0,0.00179103,71.4095,0.010310719,248076.0,0.45,0.21,636.09,10601.44,4134600.0,4823.95,80399.23503,0.06,6493.32,121747,130.6189409,1.44,322,7.84,2,68.9249,-853,59987,4.14,0.0194458,1.6442599999999998,2.25457
74,1285977600000,238209.0,82856,527,2202,33751547.0,164,7722.38,976,1319.0,0.0,77.4921,0.010712548999999998,248568.0,0.21,0.21,492.0,8200.0,4142800.0,5670.47,94507.79,0.06,6510.71,122723,108.5516528,0.0,333,6.51,6,68.9754,75,60062,4.14,0.0228125,1.65715,2.2724
75,1286064000000,240395.0,83002,584,754,33861670.0,146,7710.83,361,1319.0,0.0,63.3633,0.010554626,249006.0,0.65,0.21,438.0,7300.0,4150100.0,4167.81,69463.51,0.06,6322.35,123084,173.179923,0.0,221,10.39,2,68.9855,97,60159,4.14,0.016737799999999997,1.64423,2.28514
76,1286150400000,246992.0,83156,560,1120,34034105.0,154,7686.0,599,1319.0,0.00187849,58.8257,0.010510754,249468.0,0.36,0.21,462.03,7700.56,4157800.0,1788.64,29810.68812,0.06,6028.96,123683,39.79227924,0.56,221,2.39,4,68.7512,317,60476,4.13,0.00716996,1.6409,2.28808
77,1286236800000,255188.0,83256,859,1847,34218810.0,100,7653.71,504,1319.0,2e-06,44.0989,0.010097974,249768.0,0.44,0.21,300.0,5000.007768,4162800.0,23354.59,389243.21,0.06,5844.38,124187,1446.736726,0.00776813,339,86.8,5,68.8624,-25,60451,4.13,0.0935051,1.7280000000000002,2.37872
78,1286323200000,266570.0,83378,705,881,34326254.0,122,7640.93,357,1319.0,1.5399999999999998e-05,32.5175,0.009904303,250134.0,0.66,0.21,366.0,6100.007766,4168900.0,3024.96,50415.96,0.06,5607.96,124544,148.2906782,0.00776625,220,8.9,3,68.8335,114,60565,4.13,0.0120934,1.72485,2.38733
79,1286409600000,281090.0,83531,567,931,34468662.0,153,7623.32,411,1319.0,1.77e-10,24.1193,0.009844544,250593.0,0.56,0.21,459.0,7650.000001,4176550.0,33561.47,559357.87,0.06,5383.88,124955,786.7162682999998,9.9e-07,257,47.2,3,68.97,-9,60556,4.14,0.133928,1.8509400000000005,2.51689
80,1286496000000,284015.0,83657,674,984,34592595.0,126,7607.47,370,1319.0,0.0,12.6362,0.009038996,250971.0,0.63,0.21,378.0,6300.0,4182850.0,11452.91,190881.83,0.06,4878.82,125325,365.2164936,0.0,241,21.91,3,69.0125,54,60610,4.14,0.0456344,1.88146,2.55873
81,1286582400000,302989.0,83828,508,702,34712671.0,171,7596.65,402,1319.0,9.01e-10,9.64631,0.009104564,251484.0,0.57,0.21,513.0,8550.000001,4191400.0,7255.6,120926.72,0.06,4991.61,125727,339.041992,1.09e-06,215,20.34,2,69.0272,111,60721,4.14,0.0288512,1.90307,2.58215
82,1286668800000,316332.0,83988,539,674,34820463.0,160,8852.19,344,1319.0,0.0,5.91177,0.009235699,293958.0,0.8,0.24,560.0,8000.0,4199400.0,8927.67,127538.09,0.07,4755.82,126071,368.0647201000001,0.0,229,25.76,2,69.1089,44,60765,4.84,0.0303706,1.92706,2.6076
83,1286755200000,311033.0,84142,548,864,34953444.0,154,11358.87,361,1319.0,0.0,0.8994209999999999,0.009235699,378639.0,0.97,0.31,693.0,7700.0,4207100.0,13788.35,153203.92,0.09,4628.01,126432,340.2854994,0.0,246,30.63,2,69.3406,-92,60673,6.24,0.0364156,1.95507,2.63924
84,1286841600000,315011.0,84300,544,905,35096459.0,158,11333.83,403,1319.0,0.0,5.11838,0.009778976,379350.0,0.86,0.31,711.0,7900.0,4215000.0,16708.11,185645.62,0.09,4706.58,126835,675.1310466,0.0,270,60.76,3,69.4971,-23,60650,6.25,0.044044,1.97956,2.67834
85,1286928000000,316690.0,84478,486,634,35209266.0,178,12579.3,364,1319.0,0.0,11.0682,0.010303519,422390.0,1.07,0.34,890.0,8900.0,4223900.0,12062.14,120621.41,0.1,3433.27,127199,342.9089505,0.0,222,34.29,2,69.5212,107,60757,6.95,0.028556900000000007,1.39254,2.70125
86,1287014400000,316346.0,84637,543,661,35314390.0,159,12565.46,343,1319.0,1.5e-09,9.67026,0.01035972,423185.0,1.15,0.34,795.0,7950.000001,4231850.0,7254.68,72546.8,0.1,2040.66,127542,285.619591,1.09e-06,214,28.56,2,69.5662,75,60832,6.96,0.017143000000000002,1.33519,2.71332
